_id,search_text,title,link,description,comp_name,email,keywords,founded_year,revenue,funding,No_of_employees,headquarters,telephone_number,contact_person,address,type_or_sector
5eb8c9b046a9eb0b8621f86d,http://eptglobal.com/about/,Who We Are – EP&T Global,https://eptglobal.com/about/,EP&T Global was founded in Australia 1993 to provide technology and processes that contribute to eradicating energy and water wastage within commercial ...,EP&T Pty Ltd,['covid19@eptglobal.com'],"['edge zeus ep&t', 'energy data', 'ep&t 国际 ep&t global', 'energy consumption', 'edge zeus data analytics', 'accurate energy data', 'energy efficiency', 'passion savings delivered edge zeus', 'energy performance', 'energy data readings']",['1993'],['None'],None,['51-200'],"['Artarmon, New South Wales']",['+44 (0) 207 831 7511'],['None'],['None'],['Environmental Services']
5eb8ca4045be5799f521f86d,https://www.medicalbillingservices.com.au/,Medical Billing Experts | Expert Outsourced Medical Billing,https://www.medicalbillingservices.com.au/,Office address: 921-929 Kingsford Smith Drive  Eagle Farm QLD 4009  Australia; Office Locations; Mailing address: P.O. Box 76  Hamilton QLD 4007  Australia.,Medical Billing Services,info@247medicalbillingservices.com,"['medical billing experts medical billing experts', 'medical billing experts services', 'medical billing experts level', 'medical billing experts', 'medical billing summer', 'medical billing winter 2018 medical billing medical billing registration health funds', 'medical billing perth wa health', 'collections medical billing basics', 'medical billing sydney nsw', 'medical billing perth wa health fund registration']",['2005'],['$17.6M'],$0,['501-1000'],['None'],['1300 809 484'],"['Michelle Romero', 'CEO', None]",['27 44 St Georges Terrace Perth WA'],"['Billing', 'Health Care']"
5eb8cb349dcab3b90c21f86d,www.iq3.com.au,iQ3 Cloud - Experts in Cloud Services,https://www.iq3.com.au/,Custom & affordable Public  Private & Hybrid Cloud solutions tailor-made to effectively manage your data & securely scale your business. Contact the team for ...,iQ3,['sales@iq3.com.au'],"['cloud infrastructure services', 'private cloud infrastructure services', 'public cloud services', 'tailored cloud services', 'cloud backup service', 'cloud strategy service', 'cloud service options', 'new services', 'iq3 cloud infrastructure', 'cloud based solutions']",['2010'],['$44.7M'],$0,['11-50'],"['North Sydney, NSW']",['+61 2 8203 4170'],"['Craig Humphreys', 'CEO', ['craig.humphreys@iq3.com.au', 'craig@iq3.com.au']]","['165 Walker St, North Sydney NSW 2060, Australia']",['Information Technology & Services']
5eb8cc5df291ba000021f86d,http://www.remtron.com.au/,Remtron - Home,https://www.remtron.com.au/,We deliver a one stop shop with locations across Australia. Services. Supporting systems integrators  electrical contractors  operations  services & maintenance ...,Remtron Automation,inquiry@resonon.com,"['product solutions', 'industrial automation products', 'product range', 'process control systems', 'automation products', 'abb power factor correction solutions', 'b&r automation products', 'industrial instrumentation products', 'automation solutions', 'abb automation solutions remtron automation announcement']",['2002'],['None'],None,['1-10'],"['Braeside, VIC']",['+61 8 8351 2920'],"['Barry Matthews -', 'Managing_Director', None]","['22 Marlow Rd, Keswick SA 5035, Australia']",['Industrial Automation']
5eb8ccfeb6f8890b1521f86d,http://www.personnelmanager.com.au/,Personnel Manager: Scheduling & Staff Management Software,http://personnelmanager.com.au/,The Personnel Manager team has been providing the best scheduling software since 2006 for many of Australia's best companies. Over the years our platform ...,Personnel Manager,info@employmenthero.com,"['crew page crew', 'crew can accept shifts', 'crew page', 'crew settings page', 'crew times', 'deleted crew page', 'crew details page', 'crew groups | search crew', 'offer shift same crew button', 'search crew page']","['May 2, 2014']",['$2.2M'],$27M,['51-100'],"[' Sydney, New South Wales, Australia']",['+61 1300 084 847'],"['Ben Thompson, Dave Tong', 'founder(s)', None]",['and Bundles CONTACT US FOR PLANS AND BUND'],"['Banking', 'Employee Benefits']"
5eb8cee6ce909d778c21f86d,http://www.easyemployer.com.au/,easyemployer | Complexity Simplified,http://www.easyemployer.com.au/,easyemployer logo. easyemployer is revolutionising the way businesses manage their workforce. Cloud-based solutions & services that are powerful enough to ...,HRM Web,info@actionhrm.com,"['mobile workforce management track staff time', 'staff management solution', 'staff management', 'business solutions', 'time management', 'more businesses', 'other business people', 'service businesses', 'staff management software', 'managing staff']",['2005'],['None'],None,['11-50'],"[' Sydney, New South Wales, Australia']",['+61 2 8188 1869'],"['Adam Kelly', 'CEO', None]",['None'],"['Cloud Computing', 'Human Resources']"
5eb8d0d95c7b35b7c421f86d,https://www.ppmp.com.au/,PPMP - Practice Management Software Australia | Medicare ...,https://www.ppmp.com.au/,PPMP  Australia's leading software practice management system for patient and practice administration. Our system offers best features as medicare online ...,PPMP,['providers.providers@workcoverqld.com.au'],"['ppmp', 'ppmp backups', 'ppmp support', 'ppmp cloud', 'ppmp users', 'ppmp server', 'ppmp workstation', 'ppmp software', 'ppmp version', 'ppmp staff']",['1987'],['None'],None,['11-50'],"['Melbourne, VICTORIA']",['1300 784 906'],"['David Britten', 'CEO', ['dbritten@ppmp.com.au']]",['CHELTENHAM3192VictoriaAustralia'],['Computer Software']
5eb8d1d3c01e5308b521f86d,http://praktika.com.au/,Online Dental Practice Management Software | Praktika ...,https://praktika.com.au/,Praktika - Online Dental Practice Management Software. Made in Australia. Try it for free today. Private Cloud Based. Features: appointments  patient records  ...,Lizard Software,contacto@lizardsc.com.mx,"['praktika praktika dental', 'new praktika website praktika', 'australia healthengine integration praktika contacts praktika', 'praktika fees', 'praktika dental app', 'praktika online dental software', 'praktika system', 'hcr praktika dental', 'press praktika dental', 'praktika dental software']",['2000'],['None'],None,['1-10'],['None'],['+61 1300 325 735'],"['Dmitri Girski', 'Managing_Director', None]","['7/24 Lakeside Dr, Burwood East VIC 3151, Australia']","['Consulting', 'Small and Medium Businesses']"
5eb8d3459b83f4fa6121f86d,http://taguchi.com.au/,Taguchi Marketing: Email Marketing Automation,https://taguchi.com.au/,Taguchi's email & digital marketing platform allows you to personalise  automate and ... Developed and supported in Australia Enabling us to implement and ...,Taguchi,['john.doe@example.org'],"['taguchi each taguchi', 'taguchi each taguchi organisation', 'taguchi clients', 'email content', 'email templates', 'taguchi customers', 'taguchi', 'coding email templates', 'email clients', 'taguchi tracking']",['2009'],['$246M'],$0,['11-50'],"['Melbourne, Victoria']",['1300 363 992'],"['Takeshi Taguchi Yukio', 'CEO', None]","['Suite 1, Level 10/607 Bourke St, Melbourne VIC 3000, Australia']",['Marketing & Advertising']
5eb8d4fdabcf9fb65c21f86d,Titanium Solutions austraila,About Us - Titanium Digital - Technology for success in ...,https://www.titanium.com.au/about/,Whether your business manages a few million dollars or a few billion  our solutions are likely to fit well. Our client locations span Australia wide from Melbourne ...,Titanium Solutions austraila,['accounts@titanium.solutions'],"['questionnaire module dental health services victoria online patient portal titanium school dental titanium', 'titanium spark dental', 'titanium', 'titanium solutions', 'south australia dental service titanium medicare', 'titanium customers', 'titanium web', 'nelson marlborough dhb school dental service titanium solutions', 'titanium nz', 'titanium new zealand']",['1995'],['$'],$0,['11-50'],"['Victoria Park Western Australia, AU']",['+64 9 414 3901'],"['Paul Weatherly', 'Managing_Director', ['p.weatherly@titanium.solutions']]",['None'],['Real Estate']
5eb8d5cb9be0efb86721f86d,http://www.shexie.com.au/,Clinic Practice Management Software - Shexie Platinum ...,http://www.shexie.com.au/,It is widely used Medical Software in Australia and is well known for its ease of use  reliability  full range of advanced features  and friendly and prompt customer ...,Shexie,['info@shexie.com.au'],"['can shexie platinum', 'shexie platinum handle day', 'shexie platinum financial reports', 'shexie platinum latest news', 'shexie support', 'shexie helpdesk', 'shexie releases', 'shexie medical system', 'shexie helpdesk staff', 'shexie medical systems']",['2006'],['$5M'],$0,['31'],"['Rutherford New South Wales, AU']",['1300 743 943'],"['Randal Halligan Randal', 'founder', ['randal@shexie.com.au']]",['None'],"['IT - Software, Healthcare']"
5eb8d681e47422a52421f86d,www.loklok.com.au,Lok Lok Dumpling Bar,http://www.loklok.com.au/,Lok Lok Dumpling Bar is a trendy eatery aimed at transporting customers to the land of tasty  healthy  hand crafted dumplings made with only the best ...,Lok Lok,['info@loklok.com.au'],"['lok lok', 'lok lok dumpling bar restaurants', 'lok lok dumpling bar', 'lok lok dumpling bar locations', 'lok lok dumpling bar franchisee', 'lok lok dumpling bar harbourside', 'lok lok bridgepoint', 'more lok lok dumpling bar', 'lok lok franchisees', 'lok lok dumpling']","['Feb 1, 2014']",['$12M'],$0,['1-10'],['None'],['72 169 297 465'],"['Ava Zhang', 'CEO', ['ava@loklok.com.au']]",['None'],"['Communications Infrastructure', 'Messaging']"
5eb8d6fa86dbdd4f6221f86d,https://www.rowe.com.au,Rowe Scientific,https://www.rowe.com.au/,chromatography-Rowe-Scientific ... Rowe Scientific offer a range of professional laboratory washers from the Miele ... South Australia & Northern Territory.,Rowe Scientific,contact@sra.com.au,"['test tube rack blue', '1ea', 'filter paper glass', 'acetic acid test kit', 'ammonia test kit', 'acetic acid analysis test kit', '240x85x95mm', 'ii atp detection system', 'aldrich vigreux column', 'finnpipette f2 variable volume pipette']",['1992'],['$'],$0,['51-100'],"[' Adelaide, South Australia, Australia']",['61 8 8995 0008'],"['Peter Sommers - Chief', 'CEO', None]",['0077 RACK FOR 1.5mL MICRO TUBE 24 PLACE RED AUTOCLAVA'],['Software']
5eb8d806a0f83f495121f86d,http://www.positionpartners.com.au,Intelligent Positioning Solutions - Position Partners Topcon ...,https://www.positionpartners.com.au/,Position Partners offers intelligent positioning solutions and is the exclusive Topcon distributor in Australia. Laser levels  machine control  GNSS  RPAS.,Position Partners,['None'],"['topcon machine control systems', 'topcon machine control solutions', 'topcon machine control', 'topcon gps machine control', 'topcon scraper machine control', 'total station machine control systems', 'topcon 3d construction', 'topcon gps solutions', '3d machine control technology', 'topcon construction laser levels']",['2008'],['$62.3M'],$0,['201-500'],"['Campbellfield, VIC']",['+61 2 9714 0000'],"['Martin Nix', 'CEO', ['martinnix@positionpartners.com.au', 'mnix@positionpartners.com.au']]",['CAMPBELLFIELD3061VictoriaAustralia'],['Information Technology']
5eb8d9a9e7a770a3ad21f86d,http://lawnswood.com.au/,Lawnswood Pet Cremation,https://lawnswood.com.au/,... funeral services in Perth with a personalised touch  contact our team at Lawnswood Pet Cremation & Cemetery today. ... PERTH  WESTERN AUSTRALIA.,Lawnswood,['pet.eden.grm@gmail.com'],"['pets', 'extra large pets', 'tiny pets', 'pet cremation services', 'cremation service', 'other animal cremation services', 'our individual pet cremation services', 'the private pet cremation service', 'lawnswood pet cemetery', 'private pet cremation']",['13 February 1968'],['$5M'],$0,[None],"['Rutherford New South Wales, AU']",['+61 8 9248 6464'],"['C Kordowicz', 'Partner', None]","['1 Nexus Way, Bayswater WA 6053, Australia']","['Transport, Finance and insurance']"
5eb8dab1a54485a67d21f86d,http://zenodental.com.au/,Zeno Dental – IT Support Sydney – Managed IT Services and ...,https://www.zenoit.com.au/zeno-dental/,Zeno Dental is a sister company of Zeno IT  exclusive distribution in Australia and New Zealand. URL: www.zenodental.com.au.,Zeno Dental,contact@zeno.io,"['cheap it support', 'other business applications', 'managed it solutions', 'many businesses', 'windows users', 'other cloud services', 'cloud operated businesses', 'productivity zeno it', 'it services cheap it support company', 'it services sydney']",['2012'],['$1.6M'],$11M,['11-50'],"[' Brisbane, Queensland, Australia']",['+61 1300 559 366'],"['Beau Harris, Michael Butler', 'founder(s)', None]","['404/118 Christie St, St Leonards NSW 2065, Australia']","['Communications Infrastructure', 'ISP']"
5eb8dbd9e608e62aa921f86d,https://www.rmeglobal.com,Russell Mineral Equipment,https://www.rmeglobal.com/,RME's global reach extends to over 380 mine site locations. Discover today how the RME Mill Relining System is delivering exceptional safety and performance ...,Russell Mineral Equipment,['None'],"['de ingenieros de soporte de', 'de contratación de la empresa de', 'hardware de sistemas de control y diseño de software de seguridad de aplicación', 'y el de gerente de servicios de recursos humanos de la alianza', 'el programa de inducción de ingenieros de rme', 'el proceso de ensamblaje de los equipos de alto rendimiento de rme', 'de sistemas de', 'de soluciones de', 'de golpe de', 'de diseño de cada una de las']",['1985'],['$'],$0,['201-500'],['None'],['+61 7 4698 9100'],"[""John Russell's"", 'CEO', None]","['149 Hursley Rd, Glenvale QLD 4350, Australia']",['Mining & Metals']
5eb8dd2eb8359de9fb21f86d,http://www.enesys.com.au/,Enesys,https://www.enesys.com.au/,Enesys has developed a packaged suite of sustainable enabling technologies and smarter systems to ... Enesys' clever environmental engineering and technologies are sustainable  affordable  holistic and integrated. ... info@enesys.com.au.,Enesys,info@enesys.com.au,None,"['Jan 1, 2003']",['$2B'],$900M,['1-10'],"[' Eltham North, Victoria, Australia']",['+61 2 9739 9999'],"['John Norwood', 'Managing_Director', ['john@enesys.com.au']]","['46 Egerton St, Silverwater NSW 2128, Australia']",['Renewable Energy']
5eb8de14e961249cf821f86d,http://coreplus.com.au/about-us/,About Us | coreplus,https://coreplus.com.au/about-us/,We enable allied health practices to utilize our practice management software platform with their preferred tools to improve clinical outcomes for clients.,Coreplus,support@coreplusworld.com,"['client information', 'client related information', 'client files', 'create coreplus', 'new clients', 'client data', 'client sites', 'clients', 'client list', 'dva allied health claims']",['2006'],['$3.6M'],$0,['11-50'],"['South Melbourne, Victoria']",['64 128 352 269'],"['Yianni Serpanos', 'CEO', None]",['None'],"['Enterprise Software', 'Information Technology']"
5eb8df468065ee492521f86d,www.resonatesolutions.com.au,Australia's leading customer experience management platform,https://www.resonatesolutions.com.au/,Resonate Solutions is an enterprise Customer Experience Management platform which ... One of Australia's leading customer experience management partners ...,Resonate Solutions,info@resonatesolutions.com.au,"['customer experience data', 'customer experience program', 'good customer experience', 'customer experience trends', 'customer experience opportunity', 'better customer experience', 'customer experience metrics', 'customer experience managers', 'poor customer experience', 'customer experience insights']",['2001'],['None'],None,['11-50'],"[' Sydney, New South Wales, Australia']",['+61 2 9957 9400'],"['Mita Bedi', 'CEO', ['mita.bedi@resonatesolutions.com.au']]","['2 Elizabeth Plaza, North Sydney NSW 2060, Australia']","['Information Technology', 'Software']"
5eb8e093f2829184d021f86d,http://sumosalad.com/,SumoSalad | Healthy Fast Food,https://sumosalad.com/,SumoSalad is delicious  healthy & convenient fast food that fuels Australia & the world with real purpose. #fuellinggreatness.,Sumo Salad,customersfirst@sumosalad.com,"['good food', 'healthy food', 'health food stores', 'health food brand', 'new foods', 'plant food', 'delicious food', 'whole foods', 'other foods', 'different food']",['2003'],['None'],None,['None'],['Australia'],['1 2 3 4 5 ... 10 20 30'],"['Luke Baylis', 'CEO', None]",['SURRY HILLS2010New South WalesAustralia'],"['Food and Beverage', 'Organic Food']"
5eb8e1c5e383a8096121f86d,https://www.utilight.com/,HOME | utilight,https://www.utilight.com/,Exceeding beyond todays limitations  Utilight introduces a new printing technology (PTP™) enabling an immediate increase in solar cell conversion efficiency ...,Utilight,info@utilight.com,"['solar cell efficiency', 'solar cell conversion efficiency', 'solar cells', 'solar cell manufacturers', 'leading solar cell', 'innovative technology', 'multiple technologies', 'technologies', 'conventional screen printing metallization processes', 'multiple optical technologies']",['2008'],['None'],None,['11-50'],['None'],['972-8-9333009'],"['Amir Noy, Giora Dishon, Michael Matusovsky, Moshe Finarov', 'founder(s)', None]",['None'],"['Energy', 'Renewable Energy']"
5eb8e23d68e392761821f86d,https://www.labgearaustralia.com.au/page/about-us,About Us | LabGear Australia - Laboratory Equipment and ...,https://www.labgearaustralia.com.au/page/about-us,LabGear Australia is an Australian based distributor of scientific products. We offer a high quality range of equipment and consumables...,LabGear,['sales@labgearaustralia.com.au'],"['high quality', 'higher speed range', 'laboratory products', 'quality products', 'high quality cryogenic protective equipment', 'high quality repeatable performance', 'innovative constant temperature laboratory equipment', 'temperature range', 'innovative products', 'laboratory applications']",['2012'],['None'],None,['11-50'],"['Milton, QLD']",['+61 7 3368 1112'],"['Gavin Williamson ', 'National Marketing Manager ..._LinkedIn', None]","['30 Finchley St, Milton QLD 4064, Australia']",['Biotechnology']
5eb8e35659da95b81421f86d,www.aesp.com.au,Contract Coffee Roasters | AESP Pty Ltd | Australia,https://www.aesp.com.au/,AESP Pty Ltd is a contract coffee roasting company located in the outer suburbs of Melbourne. AESP specialise in the manufacturing of coffee  from creating ...,AESP,['service@aesp.com.au'],"['coffee development', 'coffee supply', 'coffee production', 'coffee', 'coffee roasting', 'coffee beans', 'contract coffee roasters quality validation', 'utz certified coffee', 'coffee bags', 'selected coffees']",['2002'],['None'],None,['11-50'],['None'],['3) 9800 0088'],"[""Michael O'Keeffe"", 'CEO', None]","['232 Rundle St, Adelaide SA 5000, Australia']",['Mechanical Or Industrial Engineering']
5eb8e4508f2df69ea521f86d,http://www.endotherapeutics.com.au/corporateprofile,About Endotherapeutics | Endotherapeutics | Improving ...,https://www.endotherapeutics.com.au/about-us/,Endotherapeutics improves healthcare by distributing innovative  patient-centric medical technologies accompanied by ... Endotherapeutics is a leading Australian medical technologies company. ... Email: info@endotherapeutics.com.au.,Endotherapeutics,['info@endotherapeutics.com.au'],"['endotherapeutics endotherapeutics', 'managing director endotherapeutics endotherapeutics', 'leading medical technologies', 'new medical technologies', 'innovative medical technologies', 'medical device technologies', 'medical technologies', 'numerous innovative new healthcare technologies', 'endotherapeutics websites', 'medical devices']",['1999'],['None'],None,['11-50'],"['Epping, NSW']",['+61 2 9869 2868'],"['Ivan Srejber', 'CEO', None]","['1/51 Rawson St, Epping NSW 2121, Australia']",['Medical Device']
5eb8e5bd8973815f4521f86d,www.vision6.com.au,Vision6,https://www.vision6.com.au/,Email marketing in Australia is easy with beautiful emails  SMS to reach customers sooner  automated workflows  easy access to ROI info & local security.,Vision6,['contact_us@vision6.com.au'],"['email marketing services', 'holiday email marketing', 'email marketing systems', 'email marketing activities', 'email marketing compliance', 'email marketing blog', 'email marketing deliverability', 'email marketing change', 'email marketing specialists', 'email marketing love']",['2001'],['$3.7M'],$0,['11-50'],"[' Brisbane, Queensland, Australia']",['+61 1300 284 736'],"['Mathew Myers', 'CEO', ['mathew.myers@vision6.com.au', 'mmyers@vision6.com.au', 'mathew@vision6.com.au']]","['6/230 Brunswick St, Fortitude Valley QLD 4006, Australia']","['Email', 'Email Marketing']"
5eb8e7228500cd563621f86d,http://bosseng.com.au,BOSS - Engineering_ Agriculture_ Parts and Ute Trays & Trailers,http://www.bosseng.com.au/,BOSS - Engineering  Agriculture  Parts and Ute Trays & Trailers.,Boss Engineering,sales@bossair.com,"['boss built boss engineering', 'agriculture boss engineering', 'boss engineering pty ltd', 'boss engineering news', 'australia boss engineering', 'collectively boss engineering', 'engineering pty ltd', 'boss engineering', 'cutting precision vacuum planters boss engineering air seeders', 'blasting boss']",['1988'],['$25M'],$0,['11-50'],"['Adelaide South Australia, AU']",['+61 2 6721 2677'],"['Rafael Moyano', 'CEO', None]","['40 Taylor Ave, Inverell NSW 2360, Australia']",['Manufacturing']
5eb8e813d9d2c9f40121f86d,https://www.petsinpeace.com.au/,Pets in Peace: Pet Funeral and Pet Cremation Brisbane,https://www.petsinpeace.com.au/,Pets in Peace provides personal memorial services and aftercare for your beloved pet. Our dedicated staff will guide and support you.Cherish their enriched life ...,Pets in Peace,enquiries@petsinpeace.com.au,"['j=0,l=mi.length;j', '=mi.length;j', '=mi.length;j<', 'pets', 'small pets', 'other pets', 'function(){var ml=""pmqoru0enc.%s4ati"",mi=""7825@4@7<;=607?<@807>97:931:>5"",o="""";for(var j=0,l', 'function(){var ml="".ticnaq4mu%epsr0o"",mi="";4692>2;=:7?<;1=24<;53;03@8059"",o="""";for(var j=0,l', 'function(){var ml=""cioet04pu.am%nqrs"",mi=""3=>81?13@<65734@1=73:03902;9:8"",o="""";for(var j=0,l', 'function(){var ml=""man%cpeq.orui4t0s"",mi=""627;<:<6@3=?56>@<256146849081;"",o="""";for(var j=0,l']","['Jan 1, 1999']",['None'],None,['1-10'],"[' Loganholme, Queensland, Australia']",['+61 7 3801 4518'],"['Jenniffer McMahon ', 'Finance Manager_Pets In Peace Pty Ltd ...', None]","['22/24 Babdoyle St, Loganholme QLD 4129, Australia']","['Funerals', 'Pet']"
5eb8e90528a65c503a21f86d,www.alphaxrt.com,alphaXRT: Home,https://www.alphaxrt.com/,Marketing  sales  service and support of software and equipment used in the treatment of cancer. project design  manufacture and supply of a range of beam-line ...,alphaXRT,['accounts@alphaxrt.com'],"['radiation therapy patients', 'treatment planning system raystation', 'included software', 'pre-engineered radiation treatment facilities', 'radiation therapy immobilisation products', 'radiation technology', 'radiation dose', 'adaptive radiation therapy', 'brachytherapy qa phantom', 'gillian qa phantom']",['1990'],['None'],None,['11-50'],['New Zealand'],['+61 2 9552 4090'],"['Carol Anne CAMPBELL', ' director_active', None]","['1.15/90-96 Bourke Rd, Alexandria NSW 2015, Australia']",['Medical Device']
5eb8ea3dade030acbc21f86d,https://www.austscientific.com.au,Australian Scientific: Home,https://www.austscientific.com.au/,Nov 26  2019 - Australian Scientific Pty Ltd is the authorised importer and distributor for HORIBA water quality products in Australia. We offer after sales service ...,Australian Scientific,enquiries@csiro.au,"['meter kit laqua', 'horiba portable meters', 'od b-771 conductivity meter manual', 'portable meters', 'light meter digital glassware drying ovens', 'b-731 potassium meter manual', 'light meter pocket uv light meter long touph glass', 'h145mm meter', 'wq-300 series smart handheld meters', 'log meter']",['1916'],['None'],None,['10001+'],"[' Campbell, Victoria, Australia']",['+61 2 4956 2299'],"['Misha Schubert', 'CEO', None]","['11 McDougall St, Kotara NSW 2289, Australia']","['Consumer Research', 'Marine Technology']"
5eb8eb8f7e96c2e52021f86d,https://www.searlesgardening.com.au,Searles Gardening - Wholesale potting mix_ fertiliser_ lawn ...,https://www.searlesgardening.com.au/,POTTING MIXES · Key Products · Speciality Range · Planting Range · Miscellaneous Ingredients · GARDEN PLANTING · Soils & Planting Mixes · Composts & ...,J.C & A.T. Searle Pty Ltd,['None'],"['searles perlite searles', 'searles garden lime searles', 'searles lawnweeder searles hibiscus', 'searles dolomite searles terms', 'searles lime sulphur searles complete plant food fruit', 'searles orchid mix', 'searles sulphate', 'searles premium', 'searles fruit', 'searles pots']",['None'],['None'],None,['None'],['None'],['7 5422 3000'],['None'],['None'],"['Manufacturing, Agriculture']"
5eb8ec3968930ce0dc21f86d,https://www.johnmorrisgroup.com,John Morris Home,https://www.johnmorrisgroup.com/,John Morris Group service  support and supply some of the world's finest technical solutions to industries such as Research  Mining  Petroleum  Educational ...,John Morris Group,['info@johnmorris.com.au'],"['jms disregards information', 'product information', 'other information', 'jms', 'gilson products', 'testing jms', 'jms complies', 'p200n jms', 'jms hereby', 'high quality laboratory equipment']","['Jan 1, 1941']",['$610.8M'],$100M,['501-1000'],"['Sydney, NSW']",['+61 1300 501 555'],"['Andre Wyzenbeek', 'CEO', None]","['1/93 Whitehorse Rd, Deepdene VIC 3103, Australia']","['Industrial Manufacturing', 'Machinery Manufacturing']"
5eb8eec96236e1001721f86d,http://www.plusgroup.co.nz,Tech Summit,http://www.techsummit.nz/,Welcome. You see this page because you have set up your Web server for serving a new site  but have not uploaded the site content yet.,Plus Group Horticulture,['None'],"['a new site', 'the site content', 'your web server', 'please   openhost support', 'the following', 'this page', 'any questions', 'you']",['2014'],['None'],None,['501-1000'],"['Tauranga, Bay of Plenty']",['None'],"['James Whiteside', 'CEO', None]",['None'],"['B2B', 'Human Resources']"
5eb8ef7b29e2302f9421f86d,https://matrixsurgical.com.au/about-us/,MDD-CEVC111 - Matrix Surgical Equipment Australia,https://matrixsurgical.com.au/product-variation/mdd-cevc111/,MDD-CEVC111. Home / MDD-CEVC111. Small Red  20cm (CARDIAC). Reusable Each. Main Menu. Home · About Us · Education · Community · Quality ...,Matrix Surgical,['customerservice@matsurg.com.au'],"['cm matrix surgical', 'matrix surgical ra', 'today matrix surgical', 'matrix surgical reserves', 'matrix surgical customer service', 'retrograde grasping forceps', 'dorsey grasping forceps', 'dolphin grasping forceps', 'fenestrated grasping forceps', 'claw grasping forceps']",['2012'],['None'],None,['11-50'],"['Clayton , Victoria']",['+61 1300 616 366'],"['BRYAN JOHN BYRNE', ' llp member_active', None]","['5/200 Wellington Rd, Clayton VIC 3168, Australia']","['Manufacturing', 'Medical']"
5eb8f03f60558f7f2821f86d,http://www.wasteaway.com.au/about_us.html,About Us - Waste Away,http://www.wasteaway.com.au/about_us.html,Waste Away has operated in the Canberra and Queanbeyan regions for 30 years. More recently  we ... Email: service@wasteaway.com.au. Our office hours are ...,Wasteaway,['service@wasteaway.com.au'],"['waste management service', 'waste', 'waste management', 'recycling bins', 'customer information', 'service', 'e-waste', 'lynne beeley waste', 'exceptional service', 'personal information']",['2004'],['$'],$0,['51-200'],['None'],['+61 2 6260 1288'],"['Andrew Nicholas Lay', 'Director', None]",['None'],['Consumer Services']
5eb8f0f37637ebf2f421f86d,https://waster.com.au/,Waster.com.au,https://waster.com.au/,Waste Management & Recycling Services For Smart Small & Medium Businesses. Low Cost / Cheap  Flexible  Reliable Collections & Disposal.,Waster.com.au,info@waster.com.au,None,"['Mar 25, 2016']",['None'],None,['1-10'],"[' Sydney, New South Wales, Australia']",['1300 927 837'],"['Aodhan MacCathmhaoil', 'founder(s)', ['aodhan@waster.com.au']]",['None'],"['Business Information Systems', 'E-Commerce']"
5eb8f199e3d0f6397321f86d,http://fitzroyvet.com.au/,Fitzroy Vet Hospital VIC | Central Melbourne Pet Clinic,https://fitzroyvet.com.au/,Welcome to Fitzroy Veterinary Hospital. We are located in Fitzroy North and welcome pets and pet parents from Fitzroy  Carlton  Parkville  Princess Hill  ...,Animal Hospital of Australia,reception@myvetanimalhospital.com.au,"['blind pets pocket pets', 'other pets', 'blind pets', 'young pets', 'attention pet owners', 'local pets', 'perfect pets', 'pocket pets', 'pet photos', 'distressed pets']",['2014'],['$6.2M'],$0,['1-10'],"[' Waterloo, South Australia, Australia']",['+61 7 5436 2097'],"['Corey Snell', 'CEO', None]",['None'],"['Hospital', 'Pet']"
5eb8f298726ce61bc621f86d,http://www.axismedical.com.au/about-us,About Us - Axis Medical & Rehabilitation Products,https://www.axismedical.com.au/about-us,PHONE: 1300 886 744 info@axismedical.com.au ... Our new product catalogue is designed specifically for Australian healthcare needs and shows our ...,Axis Medical and Rehabilitation,hr@healthcareaustralia.com.au,None,['1972'],['None'],None,['None'],"[' Sydney, New South Wales, Australia']",['+61 1300 886 744'],"['James van As ', 'Sales Director_Harcourt Europe Ltd', ['van_james@axismedical.com.au']]","['2-4 Oxleys Hill Rd, Bowral NSW 2576, Australia']","['Health Care', 'Human Resources']"
5eb8f3298d159182be21f86d,http://www.pacificmedical.com.au,Pacific Medical: Medical Equipment Wholesalers,http://www.pacificmedical.com.au/,Pacific Medical import a wide range of high quality medical equipment at a competitive price across the broad medical industry.,Pacific Medical Australia,['info@pacificmedical.com.au'],"['anatomy model', 'anatomy model pelvis', 'couch anatomy model hand', 'anatomy model skeleton', 'anatomy model vertebral', 'stools anatomy model', 'draw 50x50x97cm anatomy model', '80x50x90cm anatomy model skeleton', 'printer shelf anatomy model', 'hi-lo computer trolleys anatomy model foot joint anatomy model heart']","['Jan 1, 2003']",['$6.8M'],$0,['51-100'],['Australia'],['13485-2016'],"['Linda Marzano', 'CEO', None]","['23-27 First Ave, Blacktown NSW 2148, Australia']","['Health Care', 'Hospital']"
5eb8f4027596476b4e21f86d,https://aglend.com.au,Rural Financing_ Farm Loans | AgLend,https://aglend.com.au/,AgLend meets your business and cash flow needs with tailored loans for equipment  land  or commercial financing at borrower-friendly rates. Learn more.,Aglend,['admin@aglend.com.au'],"['rural property loans', 'commercial property loan', 'rural home loans', 'home loans', 'business loans', 'farm loan', 'home loan payments', 'home loan options', 'farm equipment loan', 'better farm business loan terms']",['2007'],['None'],None,['2-10'],['None'],['+61 7 4671 5030'],"['Tim Gibbons ', 'Director_AgLend Finance', None]","['Shop 6/99 Marshall St, Goondiwindi QLD 4390, Australia']",['Financial Services']
